Professor,Course
"Tao, Lin",OSCI 599 | Doctoral Thesis Research
"Tapping, Richard",MDP 602 | Block 2: Pathogenesis
"Tapping, Richard",MDP 605 | Block 5: Digestion and Homeostasis 2
"Tarantino, Michael",CLER 618 | Peoria Pediatrics Clerkship
"Tarantino, Michael",PELE 614 | Pediatric Hematology/Oncology
"Tarasievich, Renata",MGMT 340 | Introduction to Organizations
"Tarasievich, Renata",MGMT 466 | Managerial Effectiveness Through Diversity
"Tarbhai, Umair",SOCW 502 | Psychological Trauma
"Tarbhai, Umair",SOCW 554 | Policy II: Mental Health Policy
"Tarbhai, Umair",SOCW 563 | Program Evaluation
"Tarduno, Matthew",ECON 370 | Environmental Economics
"Tarduno, Matthew",ECON 395 | Research and Writing in Economics
"Tarduno, Matthew",ECON 399 | Independent Study in Economics
"Tarduno, Matthew",ECON 400 | Honors Econometrics
"Tarduno, Matthew",ECON 510 | Microeconomic Theory II
"Tarlov, Elizabeth",NUEL 596 | Independent Study: Graduate
"Tarlov, Elizabeth",NUPR 593 | Research Practicum
"Tarlov, Elizabeth",NURS 592 | Preliminary Exam Preparation
"Tarlov, Elizabeth",NURS 599 | PhD Thesis Research
"Tatina, Nora","ELSI 023 | Listening/Speaking 3, Intensive English for Mid-Intermediate Non-Native Speakers"
"Tatina, Nora",ELSI 088 | Critical Reading: Preparation for Written and Oral Communication
"Tatina, Nora",ELSI 089 | Using Evidence-Based Writing in Your Profession
"Tauras, John",ECON 215 | Health Economics
"Tauras, John",ECON 220 | Microeconomics: Theory and Applications
"Tauras, John",ECON 399 | Independent Study in Economics
"Tauseef, Hafsah",PSCH 381 | Psychology of Interviewing
"Tavormina, Mary Jo",ED 194 | Special Topics in Education
"Tavormina, Mary Jo",LRSC 594 | Number&amp;Oper W/Whole Numbers
"Taylor, Eddie","CI 531 | Curriculum, Instruction, and Assessment for Equity in Secondary Science Education"
"Taylor, Greg",MATH 108 | Intermediate Algebraic Concepts
"Taylor, Greg",MATH 310 | Applied Linear Algebra
"Taylor, Greg",MATH 313 | Analysis I
"Taylor, Greg",MATH 330 | Abstract Algebra I
"Taylor, Greg",STAT 381 | Applied Statistical Methods I
"Taylor, Greg",STAT 401 | Introduction to Probability
"Taylor, Kayla",CELE 600 | Chicago Elective Clerkship
"Taylor, Kayla",CELE 601 | Neuroanatomy Teaching Elective
"Taylor, Kayla",CELE 601 | Research- Anatomy
"Taylor, Kayla",CELE 601 | Research-Anatomy
"Taylor, Kayla",CELE 601 | Special Dissection in Anatomy
"Taylor, Kayla",CELE 601 | Special Topics- Anatomy
"Taylor, Kayla",CELE 601 | Special Topics-Anatomy
"Taylor, Kayla",CELE 601 | Tissue Biology: Basic Tissues
"Taylor, Kayla",CELE 601 | Tissue Biology: Organ Tissues
"Taylor, Kayla",CELE 602 | Acute/Chronic Pain Management
"Taylor, Kayla",CELE 602 | Anesthesiology
"Taylor, Kayla",CELE 602 | Anesthesiology II
"Taylor, Kayla",CELE 602 | Anesthesiology III
"Taylor, Kayla",CELE 602 | Anesthesiology IV
"Taylor, Kayla",CELE 602 | Research-Anesthesiology
"Taylor, Kayla",CELE 602 | Special Topics-Anesthesiology
"Taylor, Kayla",CELE 603 | Chicago Dermatology Elective Clerkship
"Taylor, Kayla",CELE 603 | Dermatology
"Taylor, Kayla",CELE 603 | Research-Dermatology
"Taylor, Kayla",CELE 603 | Special Topics-Dermatology
"Taylor, Kayla",CELE 604 | Advanced Emerg Med- Christ
"Taylor, Kayla",CELE 604 | Advanced Emerg Medicine
"Taylor, Kayla",CELE 604 | Advanced Emergency Medicine
"Taylor, Kayla",CELE 604 | Chicago Emergency Medicine Elective Clerkship
"Taylor, Kayla",CELE 604 | Clinical Toxicology
"Taylor, Kayla",CELE 604 | Core Emerg Medicine Elective
"Taylor, Kayla",CELE 604 | Disaster Medicine
"Taylor, Kayla",CELE 604 | Emerg Medicine Elec Emer Med 3
"Taylor, Kayla",CELE 604 | Emergency  Medicine
"Taylor, Kayla",CELE 604 | Emergency Medicine
"Taylor, Kayla",CELE 604 | Emergency Medicine II
"Taylor, Kayla",CELE 604 | Emergency Medicine III
"Taylor, Kayla",CELE 604 | Emergency Medicine IV
"Taylor, Kayla",CELE 604 | Emergency Ultrasound
"Taylor, Kayla",CELE 604 | Research-Emergency Med
"Taylor, Kayla",CELE 604 | Research-Emergency Medicine
"Taylor, Kayla",CELE 604 | Special Topics -Emergency Med
"Taylor, Kayla",CELE 604 | Special Topics-Emergency Med
"Taylor, Kayla",CELE 605 | Advanced Family Medicine
"Taylor, Kayla",CELE 605 | Fam Med Elective Clerkshp adv
"Taylor, Kayla",CELE 605 | Fam Med Elective Occ Env med
"Taylor, Kayla",CELE 605 | Fam Med Sub-Internshp
"Taylor, Kayla",CELE 605 | Family Medicine Elective
"Taylor, Kayla",CELE 605 | Family Medicine Sub-I
"Taylor, Kayla",CELE 605 | Int&#39;l Health-Family Medicine
"Taylor, Kayla",CELE 605 | Interprofess. Reflect. Prac.
"Taylor, Kayla",CELE 605 | LongitudClinCare-JointDegrStdt
"Taylor, Kayla",CELE 605 | Occptnl &amp; Envrnmntl Medicine
"Taylor, Kayla",CELE 605 | Outpatient Family Medicine
"Taylor, Kayla",CELE 605 | Primary Care Sports Medicine
"Taylor, Kayla",CELE 605 | Reproductive Health in Fam Med
"Taylor, Kayla",CELE 605 | Research- Family Med
"Taylor, Kayla",CELE 605 | Research-Family Medicine
"Taylor, Kayla",CELE 605 | Special Topics-Family Medicine
"Taylor, Kayla",CELE 605 | Women&#39;s Health in Fam Med
"Taylor, Kayla",CELE 605 | Women&#39;s Health in Family Med
"Taylor, Kayla",CELE 606 | Advanced Medicine
"Taylor, Kayla",CELE 606 | Ambulatory Medicine
"Taylor, Kayla",CELE 606 | Cardiac Intensive Care
"Taylor, Kayla",CELE 606 | Cardiology
"Taylor, Kayla",CELE 606 | Cardiology Consult
"Taylor, Kayla",CELE 606 | Chicago Medicine Elctive Clerkship
"Taylor, Kayla",CELE 606 | Clinical Electrocardiography
"Taylor, Kayla",CELE 606 | Coronary Care Unit
"Taylor, Kayla",CELE 606 | Critical Care  Medicine
"Taylor, Kayla",CELE 606 | Critical Care Medicine
"Taylor, Kayla",CELE 606 | Echocardiography
"Taylor, Kayla",CELE 606 | End of Life Care
"Taylor, Kayla",CELE 606 | Endocrinology
"Taylor, Kayla",CELE 606 | Gastroenterology
"Taylor, Kayla",CELE 606 | Geriatric Medicine
"Taylor, Kayla",CELE 606 | Hematology
"Taylor, Kayla",CELE 606 | Hematology/Oncology
"Taylor, Kayla",CELE 606 | Infectious Diseases
"Taylor, Kayla",CELE 606 | Int&#39;l Health-Medicine
"Taylor, Kayla",CELE 606 | International Health-Med
"Taylor, Kayla",CELE 606 | Med-Peds
"Taylor, Kayla",CELE 606 | Med/Peds
"Taylor, Kayla",CELE 606 | Medical Oncology
"Taylor, Kayla",CELE 606 | Medicine Elective Hematology
"Taylor, Kayla",CELE 606 | Medicine Elective Spc topics
"Taylor, Kayla",CELE 606 | Medicine Intensive Care
"Taylor, Kayla",CELE 606 | Nephrology (Adult)
"Taylor, Kayla",CELE 606 | Occupational Medicine
"Taylor, Kayla",CELE 606 | Palliative Medicine
"Taylor, Kayla",CELE 606 | Primary Care Medicine
"Taylor, Kayla",CELE 606 | Pulmonary  Medicine
"Taylor, Kayla",CELE 606 | Pulmonary Medicine
"Taylor, Kayla",CELE 606 | Research-Medicine
"Taylor, Kayla",CELE 606 | Rheumatology
"Taylor, Kayla",CELE 606 | Sleep Medicine
"Taylor, Kayla",CELE 606 | Special Topics-Medicine
"Taylor, Kayla",CELE 606 | Survey of Medical Informatics
"Taylor, Kayla",CELE 606 | Survey of Medicial Infomatics
"Taylor, Kayla",CELE 607 | Neurology
"Taylor, Kayla",CELE 607 | Pediatric Neurology
"Taylor, Kayla",CELE 607 | Research- Neurology
"Taylor, Kayla",CELE 607 | Special Topics- Neurology
"Taylor, Kayla",CELE 608 | Neurosurgery
"Taylor, Kayla",CELE 608 | Research-Neurosurgery
"Taylor, Kayla",CELE 608 | Special Topics-Neurosurgery
"Taylor, Kayla",CELE 609 | Gynecologic Oncology
"Taylor, Kayla",CELE 609 | Gynecology Sub-Internship
"Taylor, Kayla",CELE 609 | Int&#39;l Health-OB/Gyne
"Taylor, Kayla",CELE 609 | Int&#39;l Health-ObGyne
"Taylor, Kayla",CELE 609 | Mat-Fet Med (A) Anteprtm Tract
"Taylor, Kayla",CELE 609 | Mat-Fet Med(A) Anteprtm Tract
"Taylor, Kayla",CELE 609 | Maternal-Fetal Medicine
"Taylor, Kayla",CELE 609 | OB/Gyne Sub-Internship
"Taylor, Kayla",CELE 609 | ObGyne Sub-I
"Taylor, Kayla",CELE 609 | Reproductive Endocrinology
"Taylor, Kayla",CELE 609 | Research-OB/Gyne
"Taylor, Kayla",CELE 609 | Research-ObGyne
"Taylor, Kayla",CELE 609 | Special Topics-OB/Gyne
"Taylor, Kayla",CELE 609 | Special Topics-ObGyne
"Taylor, Kayla",CELE 609 | Women&#39;s Health
"Taylor, Kayla",CELE 610 | Ophthalmology
"Taylor, Kayla",CELE 610 | Research-Ophthalmology
"Taylor, Kayla",CELE 610 | Special Topics-Ophthalmology
"Taylor, Kayla",CELE 610 | Speical Topics-Ophthalmology
"Taylor, Kayla",CELE 611 | Chicago Orthopaedics Elective Clerkship
"Taylor, Kayla",CELE 611 | Orthopaedic Surgery
"Taylor, Kayla",CELE 611 | Orthopaedics
"Taylor, Kayla",CELE 611 | Orthopaedics II
"Taylor, Kayla",CELE 611 | Orthopaedics III
"Taylor, Kayla",CELE 611 | Orthopaedics IV
"Taylor, Kayla",CELE 611 | Orthopaedics Surgery
"Taylor, Kayla",CELE 611 | Research-Orthopaedics
"Taylor, Kayla",CELE 611 | Special Topics-Orthopaedics
"Taylor, Kayla",CELE 611 | Sports Medicine
"Taylor, Kayla",CELE 612 | Chicago Otolaryngology Elective Clerkship
"Taylor, Kayla",CELE 612 | Head &amp; Neck Surgery
"Taylor, Kayla",CELE 612 | Head and Neck Surgery
"Taylor, Kayla",CELE 612 | Otolaryngology
"Taylor, Kayla",CELE 612 | Research-Otolaryngology
"Taylor, Kayla",CELE 612 | Spec Topics-Otolaryngology
"Taylor, Kayla",CELE 612 | Special Topics-Otolaryngology
"Taylor, Kayla",CELE 613 | Chicago Pathology Elective Clerkship
"Taylor, Kayla",CELE 613 | Clinical Path/Lab Medicine
"Taylor, Kayla",CELE 613 | Forensic Pathology
"Taylor, Kayla",CELE 613 | Research- Pathology
"Taylor, Kayla",CELE 613 | Special Topics- Pathology
"Taylor, Kayla",CELE 613 | Surgical Pathology
"Taylor, Kayla",CELE 614 | Adolescent Medicine
"Taylor, Kayla",CELE 614 | Chicago Pediatrics Elective Clerkship
"Taylor, Kayla",CELE 614 | Genetics
"Taylor, Kayla",CELE 614 | Int&#39;l Health- Pediatrics
"Taylor, Kayla",CELE 614 | Neonatology
"Taylor, Kayla",CELE 614 | Pediatric Cardiology
"Taylor, Kayla",CELE 614 | Pediatric Critical Care
"Taylor, Kayla",CELE 614 | Pediatric Development
"Taylor, Kayla",CELE 614 | Pediatric Emergency Medicine
"Taylor, Kayla",CELE 614 | Pediatric Endocrinology
"Taylor, Kayla",CELE 614 | Pediatric Gastroenterology
"Taylor, Kayla",CELE 614 | Pediatric Hematology/Oncology
"Taylor, Kayla",CELE 614 | Pediatric Infectious Diseases
"Taylor, Kayla",CELE 614 | Pediatric Nephrology
"Taylor, Kayla",CELE 614 | Pediatric Surgery (Peds)
"Taylor, Kayla",CELE 614 | Pediatrics Cardiology
"Taylor, Kayla",CELE 614 | Pediatrics Critical Care
"Taylor, Kayla",CELE 614 | Pediatrics Hematology/Oncology
"Taylor, Kayla",CELE 614 | Pediatrics Infectious Diseases
"Taylor, Kayla",CELE 614 | Pediatrics Nephrology
"Taylor, Kayla",CELE 614 | Pediatrics Surgery
"Taylor, Kayla",CELE 614 | Pulmonary/Allergy-Immunology
"Taylor, Kayla",CELE 614 | Research- Pediatrics
"Taylor, Kayla",CELE 614 | Research-Pediatrics
"Taylor, Kayla",CELE 614 | Special Topics- Pediatrics
"Taylor, Kayla",CELE 614 | Special Topics-Pediatrics
"Taylor, Kayla",CELE 614 | The Craniofacial Center
"Taylor, Kayla",CELE 615 | Addiction Medicine Psychiatry
"Taylor, Kayla",CELE 615 | Addiction Psych Treatment Pgm
"Taylor, Kayla",CELE 615 | Addictn Psy Consult/Lias Servc
"Taylor, Kayla",CELE 615 | Alcohol Depend &amp; Subst Abuse
"Taylor, Kayla",CELE 615 | Child Psychiatry
"Taylor, Kayla",CELE 615 | Consultation-Liason Psychiatry
"Taylor, Kayla",CELE 615 | General Psychiatry
"Taylor, Kayla",CELE 615 | Gero-Neuropsychiatry
"Taylor, Kayla",CELE 615 | Int&#39;l Health- Psychiatry
"Taylor, Kayla",CELE 615 | Neuropsychiatry
"Taylor, Kayla",CELE 615 | Psychiatric Admitting Clinic
"Taylor, Kayla",CELE 615 | Psychiatry Sub-Internship
"Taylor, Kayla",CELE 615 | Research- Psychiatry
"Taylor, Kayla",CELE 615 | Special Topics- Psychiatry
"Taylor, Kayla",CELE 615 | Women&#39;s Mental Health
"Taylor, Kayla",CELE 616 | Chicago Radiology Elective Clerkship
"Taylor, Kayla",CELE 616 | Diagnostic Radiology
"Taylor, Kayla",CELE 616 | Interventional Radiology
"Taylor, Kayla",CELE 616 | Radiation Oncology
"Taylor, Kayla",CELE 616 | Radiology
"Taylor, Kayla",CELE 616 | Radiology Oncology
"Taylor, Kayla",CELE 616 | Radiology in Practice
"Taylor, Kayla",CELE 616 | Research Radiology
"Taylor, Kayla",CELE 616 | Research- Radiology
"Taylor, Kayla",CELE 616 | Special Topics Radiology
"Taylor, Kayla",CELE 616 | Special Topics- Radiology
"Taylor, Kayla",CELE 617 | Physical Medicine &amp; Rehab
"Taylor, Kayla",CELE 617 | Research- Rehab Medicine
"Taylor, Kayla",CELE 617 | Research-Rehab Medicine
"Taylor, Kayla",CELE 617 | Special Topics- Rehab Medicine
"Taylor, Kayla",CELE 617 | Special Topics-Rehab Medicine
"Taylor, Kayla",CELE 618 | BreastDisease/GynecologcOnclgy
"Taylor, Kayla",CELE 618 | Burn Surgery
"Taylor, Kayla",CELE 618 | Cardiothoracic Surgery
"Taylor, Kayla",CELE 618 | Clinical Breast Surgery
"Taylor, Kayla",CELE 618 | Colon &amp; Rectal Surgery
"Taylor, Kayla",CELE 618 | Colon and Rectal Surgery
"Taylor, Kayla",CELE 618 | Int&#39;l Health- Surgery
"Taylor, Kayla",CELE 618 | Int&#39;l Health-Surgery
"Taylor, Kayla",CELE 618 | Min Invasive Laparo&amp;Robo Surg
"Taylor, Kayla",CELE 618 | Organ Transplantation
"Taylor, Kayla",CELE 618 | Pediatric Surgery (Surgery)
"Taylor, Kayla",CELE 618 | Plastic&amp;Reconstructive Surgery
"Taylor, Kayla",CELE 618 | Plastic/Reconstructive Surgery
"Taylor, Kayla",CELE 618 | Research-Surgery
"Taylor, Kayla",CELE 618 | Special Topics-Surgery
"Taylor, Kayla",CELE 618 | Surgery Sub-I
"Taylor, Kayla",CELE 618 | Surgery Sub-Internship
"Taylor, Kayla",CELE 618 | Surgical Critical Care
"Taylor, Kayla",CELE 618 | Surgical Oncology
"Taylor, Kayla",CELE 618 | Trauma Surgery
"Taylor, Kayla",CELE 618 | Trauma/Critical Care Surgery
"Taylor, Kayla",CELE 618 | Vascular Surgery
"Taylor, Kayla",CELE 618 | Wound Care
"Taylor, Kayla",CELE 619 | Chicago Urology Elective Clerkship
"Taylor, Kayla",CELE 619 | Research- Urology
"Taylor, Kayla",CELE 619 | Research-Urology
"Taylor, Kayla",CELE 619 | Special Topics- Urology
"Taylor, Kayla",CELE 619 | Special Topics-Urology
"Taylor, Kayla",CELE 619 | Urology
"Taylor, Kayla",CELE 620 | Biblical Approach-Mental Hlth
"Taylor, Kayla",CELE 620 | Biblical View of Medicine
"Taylor, Kayla",CELE 620 | Chicago Medical Education Elective Clerkship
"Taylor, Kayla",CELE 620 | Clinical Med Spanish Intensive
"Taylor, Kayla",CELE 620 | Clinical Medical Spanish
"Taylor, Kayla",CELE 620 | Dev Hippo&amp;Med Eth-Class/Prsnt
"Taylor, Kayla",CELE 620 | Dev Hippoc&amp;Med Eth-Class/Prsnt
"Taylor, Kayla",CELE 620 | Doctoring &amp; Clinical Skills II
"Taylor, Kayla",CELE 620 | Doctoring in Clinical Skills
"Taylor, Kayla",CELE 620 | ECM M4 Teach Elc-Hospital Prac
"Taylor, Kayla",CELE 620 | ECM M4 TeachElec-Hospital Prac
"Taylor, Kayla",CELE 620 | Ethical Issues-Human Reprodctn
"Taylor, Kayla",CELE 620 | Global Medicine (GMed)
"Taylor, Kayla",CELE 620 | History of Medicine
"Taylor, Kayla",CELE 620 | History of Women in Medicine
"Taylor, Kayla",CELE 620 | Learning to be a Clin Teacher
"Taylor, Kayla",CELE 620 | Lit&amp;Med:Portrait of Physicians
"Taylor, Kayla",CELE 620 | M4 Teaching Elective in ECM
"Taylor, Kayla",CELE 620 | Maternal&amp;Child Health in India
"Taylor, Kayla",CELE 620 | Medical Ethics &amp; Society
"Taylor, Kayla",CELE 620 | Medical Ethics and Society
"Taylor, Kayla",CELE 620 | Medical Practice-21st Century
"Taylor, Kayla",CELE 620 | Obesity in Culture
"Taylor, Kayla",CELE 620 | Ptnt Safety &amp; Quality Outcomes
"Taylor, Kayla",CELE 620 | Research- Medical Education
"Taylor, Kayla",CELE 620 | Research-Medical Education
"Taylor, Kayla",CELE 620 | Senior Forum
"Taylor, Kayla",CELE 620 | Service Learning Program
"Taylor, Kayla",CELE 620 | Special Topics Instructor
"Taylor, Kayla",CELE 620 | Special Topics- Medical Ed
"Taylor, Kayla",CELE 620 | Special Topics-Medical Ed
"Taylor, Kayla",CELE 620 | Study Disabilities-Modrn Wrld
"Taylor, Kayla",CELE 620 | Urban Medicine (UMed)
"Taylor, Kayla",CLER 601 | Chicago Obstetrics and Gynecology Clerkship
"Taylor, Kayla",CLER 602 | Chicago Psychiatry Clerkship
"Taylor, Kayla",CLER 603 | Chicago Pediatrics Clerkship
"Taylor, Kayla",CLER 604 | Chicago Surgery Clerkship
"Taylor, Kayla",CLER 605 | Chicago Medicine Clerkship
"Taylor, Kayla",CLER 606 | Chicago Family Medicine Clerkship
"Taylor, Kayla",CLER 608 | Essentials of Clinical Practice and Professionalism - Chicago
"Taylor, Kayla",CLER 610 | Chicago Independent Study
"Taylor, Kayla",CLER 611 | Chicago Fourth Year Elective Clerkships
"Taylor, Kayla",CLER 612 | Medicine Sub-Internship - Chicago
"Taylor, Kayla",CLER 613 | Interdisciplinary Generalist Curriculum Clinical Elective-Chicago
"Taylor, Kayla",CLER 614 | Medical Decision Analysis - Chicago
"Taylor, Kayla",CLER 616 | Peoria Obstetrics and Gynecology Clerkship
"Taylor, Kayla",CLER 617 | Peoria Psychiatry Clerkship
"Taylor, Kayla",CLER 618 | Peoria Pediatrics Clerkship
"Taylor, Kayla",CLER 619 | Peoria Surgery Clerkship
"Taylor, Kayla",CLER 620 | Peoria Medicine Clerkship
"Taylor, Kayla",CLER 621 | Peoria Family Practice Clerkship
"Taylor, Kayla",CLER 622 | Peoria Specialty Clerkship
"Taylor, Kayla",CLER 623 | Peoria Independent Study
"Taylor, Kayla",CLER 624 | Peoria Fourth Year Clerkships
"Taylor, Kayla",CLER 625 | Pediatric Sub-Internship - Chicago
"Taylor, Kayla",CLER 631 | Rockford Obstetrics and Gynecology Clerkship
"Taylor, Kayla",CLER 632 | Rockford Psychiatry Clerkship
"Taylor, Kayla",CLER 633 | Rockford Pediatrics Clerkship
"Taylor, Kayla",CLER 634 | Rockford Surgery Clerkship
"Taylor, Kayla",CLER 635 | Rockford Medicine Clerkship
"Taylor, Kayla",CLER 637 | Family Medicine Clerkship - Rockford
"Taylor, Kayla",CLER 639 | Rockford Independent Study
"Taylor, Kayla",CLER 640 | Rockford Fourth Year Clerkships
"Taylor, Kayla",CLER 641 | Interface Between Family Medicine and the Community - Rockford
"Taylor, Kayla",CLER 642 | Rural Family Medicine Preceptorship - Rockford
